,Symbol,Series,Prev Close,Open Price,High Price,Low Price,Last Price,Close Price,Average Price,Total Traded Quantity,Turnover,No. of Trades,Deliverable Qty,% Dly Qt to Traded Qty,Year,Month,Day_Perc_Change,Trend,14_day_MA,14_day_STD,Upper Band,Lower Band
2019-01-04,TCS,EQ,1899.95,1900.0,1901.2,1841.0,1882.0,1876.85,1869.19,4280862,8001741605.35,208198,1657983,38.73,2019,1,-1.2158214689860336,Negative,1922.0785714285719,38.33016844713978,1998.7389083228513,1845.4182345342924
2019-01-07,TCS,EQ,1876.85,1891.8,1908.8,1881.0,1898.0,1897.9,1894.04,1856423,3516134996.45,87327,956009,51.5,2019,1,1.1215600607400902,Positive,1915.1928571428577,32.586582049512344,1980.3660212418824,1850.019693043833
2019-01-08,TCS,EQ,1897.9,1905.4,1906.4,1883.3,1891.0,1893.55,1892.03,1691756,3200853934.3,93357,795046,47.0,2019,1,-0.22920069550557146,Slight or No Change,1908.4571428571435,25.356965794135593,1959.1710744454147,1857.7432112688723
2019-01-09,TCS,EQ,1893.55,1907.4,1919.0,1866.7,1884.6,1886.95,1897.56,2414376,4581424758.65,120123,996472,41.27,2019,1,-0.34855166222175216,Slight or No Change,1902.6357142857148,19.11031164026981,1940.8563375662545,1864.415091005175
2019-01-10,TCS,EQ,1886.95,1890.0,1905.0,1872.1,1883.0,1888.55,1891.77,3053461,5776451269.6,123512,1290181,42.25,2019,1,0.08479291979119896,Slight or No Change,1897.9571428571435,12.391635782326738,1922.740414421797,1873.17387129249
2019-01-11,TCS,EQ,1888.55,1870.0,1875.0,1835.0,1843.45,1842.55,1849.37,9209862,17032412186.85,290559,2969901,32.25,2019,1,-2.435731116465012,Negative,1894.1535714285721,19.33299754190313,1932.8195665123785,1855.4875763447658
2019-01-14,TCS,EQ,1842.55,1850.0,1851.0,1810.0,1815.45,1813.25,1817.21,3615370,6569891233.4,193940,2059040,56.95,2019,1,-1.5901875118721318,Negative,1886.6357142857148,27.763184176235193,1942.1620826381852,1831.1093459332444
2019-01-15,TCS,EQ,1813.25,1810.0,1869.35,1808.0,1866.0,1867.8,1857.55,7711653,14324788401.4,199057,1656095,21.48,2019,1,3.008410312973941,Among top gainers,1885.1071428571433,28.196868737371574,1941.5008803318865,1828.7134053824002
2019-01-16,TCS,EQ,1867.8,1870.0,1875.0,1847.0,1873.95,1870.15,1861.89,2359280,4392724354.1,131093,1033927,43.82,2019,1,0.12581646857265927,Slight or No Change,1882.3357142857149,27.573017946544486,1937.4817501788038,1827.1896783926259
2019-01-17,TCS,EQ,1870.15,1878.0,1898.0,1871.3,1895.0,1894.3,1887.33,2625816,4955787778.1,124983,1357445,51.7,2019,1,1.2913402668235152,Positive,1882.2107142857149,27.509957487938003,1937.2306292615908,1827.190799309839
2019-01-18,TCS,EQ,1894.3,1881.0,1904.2,1876.0,1899.5,1900.65,1891.36,1683728,3184540713.1,110667,811536,48.2,2019,1,0.3352161748403137,Slight or No Change,1882.753571428572,27.813613602829445,1938.380798634231,1827.126344222913
2019-01-21,TCS,EQ,1900.65,1902.0,1932.0,1895.45,1903.5,1908.7,1916.27,2409803,4617841216.5,119665,1055927,43.82,2019,1,0.4235393154973233,Slight or No Change,1883.1750000000009,28.182965053910113,1939.5409301078212,1826.8090698921806
2019-01-22,TCS,EQ,1908.7,1907.1,1918.25,1890.0,1896.7,1901.9,1902.97,2457093,4675762855.45,186202,1563235,63.62,2019,1,-0.35626342536805294,Slight or No Change,1881.6464285714296,26.360711326659914,1934.3678512247495,1828.9250059181097
2019-01-23,TCS,EQ,1901.9,1901.0,1906.1,1870.0,1881.0,1875.6,1882.8,2578169,4854176208.75,116599,1508210,58.5,2019,1,-1.3828276986171841,Negative,1879.9071428571438,25.85866806865451,1931.6244789944528,1828.1898067198347
2019-01-24,TCS,EQ,1875.6,1884.8,1905.25,1875.0,1902.0,1901.55,1893.8,1962927,3717393857.35,109822,967677,49.3,2019,1,1.3835572616762717,Positive,1881.6714285714295,26.469443299219037,1934.6103151698676,1828.7325419729914
2019-01-25,TCS,EQ,1901.55,1902.0,1935.0,1901.0,1919.5,1920.8,1921.92,2327080,4472468048.2,96992,1023079,43.96,2019,1,1.0123320449107354,Positive,1883.3071428571436,28.200421826773056,1939.7079865106898,1826.9062992035974
2019-01-28,TCS,EQ,1920.8,1933.0,1962.0,1925.5,1960.0,1955.0,1948.39,2769033,5395144625.05,108034,1458544,52.67,2019,1,1.7805081216159868,Positive,1887.6964285714294,34.085477757473285,1955.867384086376,1819.5254730564827
2019-01-29,TCS,EQ,1955.0,1962.0,1989.05,1936.65,1983.35,1982.75,1959.99,2557626,5012920415.3,120832,1311491,51.28,2019,1,1.419437340153462,Positive,1894.5392857142865,42.50134467813618,1979.541975070559,1809.536596358014
2019-01-30,TCS,EQ,1982.75,1979.6,1989.5,1954.65,1984.15,1981.4,1975.06,2429575,4798566666.9,112445,1325919,54.57,2019,1,-0.06808725255327275,Slight or No Change,1901.1714285714295,48.338433165322236,1997.848294902074,1804.494562240785
2019-01-31,TCS,EQ,1981.4,1987.0,2019.75,1985.0,2009.5,2014.1,2008.37,4094319,8222922479.7,146142,2810409,68.64,2019,1,1.6503482386191592,Positive,1913.4250000000009,53.773130085852486,2020.9712601717058,1805.878739828296
2019-02-01,TCS,EQ,2014.1,2009.5,2034.75,1998.1,2024.2,2029.95,2022.08,3064163,6195976319.75,113684,1682369,54.9,2019,2,0.7869519884812215,Slight positive,1928.9035714285724,53.90802874513335,2036.7196289188391,1821.0875139383056
2019-02-04,TCS,EQ,2029.95,2029.95,2055.45,2023.0,2049.2,2050.25,2039.87,1590764,3244951832.05,67625,718838,45.19,2019,2,1.0000246311485441,Positive,1941.9357142857152,59.73826060590593,2061.412235497527,1822.4591930739034
2019-02-05,TCS,EQ,2050.25,2050.0,2055.0,2028.0,2051.0,2044.55,2043.13,1111404,2270739557.2,50408,333979,30.05,2019,2,-0.2780148762346113,Slight or No Change,1954.392857142858,61.76665411400354,2077.926165370865,1830.8595489148508
2019-02-06,TCS,EQ,2044.55,2049.9,2086.85,2041.05,2070.0,2074.8,2067.55,1789812,3700533606.15,84074,886665,49.54,2019,2,1.4795431757599564,Positive,1967.2857142857151,66.88458609532015,2101.0548864763555,1833.5165420950748
2019-02-07,TCS,EQ,2074.8,2074.75,2097.95,2067.0,2078.25,2082.9,2084.77,1339945,2793476400.35,67902,658726,49.16,2019,2,0.3903990746096042,Slight or No Change,1980.3035714285722,70.5527420398395,2121.409055508251,1839.1980873488933
2019-02-08,TCS,EQ,2082.9,2075.0,2089.5,2051.0,2055.65,2061.4,2072.46,1684474,3490998247.35,71171,936611,55.6,2019,2,-1.032214700657741,Negative,1991.210714285715,70.43491315929731,2132.0805406043096,1850.3408879671206
2019-02-11,TCS,EQ,2061.4,2060.0,2096.0,2048.9,2065.6,2065.9,2077.11,1778730,3694622315.8,83603,901516,50.68,2019,2,0.21829824391190744,Slight or No Change,2002.9250000000009,68.03559235372784,2138.9961847074565,1866.8538152925453
2019-02-12,TCS,EQ,2065.9,2070.0,2070.0,2018.0,2051.0,2051.6,2042.96,2422903,4949899350.85,115864,1168012,48.21,2019,2,-0.6921922648724599,Slight negative,2015.4964285714293,58.2567079804968,2132.009844532423,1898.9830126104357
2019-02-13,TCS,EQ,2051.6,2062.0,2083.0,2050.5,2057.0,2065.4,2064.32,2808581,5797796619.7,141176,1586016,56.47,2019,2,0.6726457399103271,Slight positive,2027.200000000001,49.38772815495091,2125.9754563099027,1928.4245436900992
2019-02-14,TCS,EQ,2065.4,2060.05,2075.0,2033.05,2049.0,2044.6,2050.83,1724085,3535809084.55,82641,917991,53.25,2019,2,-1.007068848649184,Negative,2036.042857142858,38.825025915797006,2113.692908974452,1958.392805311264
2019-02-15,TCS,EQ,2044.6,2049.0,2052.0,2010.95,2034.6,2029.7,2031.88,1930065,3921659541.8,96728,1068343,55.35,2019,2,-0.7287488995402436,Slight negative,2041.3785714285725,31.21844076752933,2103.8154529636313,1978.9416898935137
2019-02-18,TCS,EQ,2029.7,2037.6,2041.95,1962.65,1969.6,1970.3,1988.87,2942184,5851634018.75,100585,1668905,56.72,2019,2,-2.9265408681085963,Negative,2040.4892857142866,33.13546309974944,2106.7602119137855,1974.2183595147876
2019-02-19,TCS,EQ,1970.3,1970.0,1971.0,1892.0,1907.6,1904.8,1930.07,4408554,8508831637.45,161765,2254434,51.14,2019,2,-3.3243668476881654,Among top losers,2035.017857142858,47.04694303459873,2129.1117432120554,1940.9239710736606
2019-02-20,TCS,EQ,1904.8,1915.0,1933.8,1881.3,1913.3,1914.75,1908.2,4645778,8865093021.6,139504,2232869,48.06,2019,2,0.5223645527089538,Slight positive,2027.9214285714295,56.90488932043614,2141.731207212302,1914.1116499305572
2019-02-21,TCS,EQ,1914.75,1914.75,1940.0,1897.05,1912.0,1914.2,1922.84,4683919,9006448535.1,171685,2335145,49.85,2019,2,-0.028724376550459674,Slight or No Change,2019.6535714285724,64.49067155048547,2148.6349145295435,1890.6722283276015
2019-02-22,TCS,EQ,1914.2,1917.2,1930.0,1905.1,1929.0,1925.65,1920.72,2271955,4363786271.2,112148,1355421,59.66,2019,2,0.5981611116915753,Slight positive,2010.7535714285725,68.42131770897555,2147.5962068465237,1873.9109360106213
2019-02-25,TCS,EQ,1925.65,1932.5,1990.0,1930.5,1987.0,1985.15,1961.61,2934880,5757094593.05,140541,1341508,45.71,2019,2,3.0898657596136303,Among top gainers,2006.5107142857155,68.00481651089804,2142.5203473075117,1870.5010812639193
2019-02-26,TCS,EQ,1985.15,1984.0,2045.15,1972.25,2032.5,2038.7,2022.12,6453309,13049353836.2,177907,3366710,52.17,2019,2,2.6975291539682145,Positive,2003.932142857144,65.86708821892115,2135.6663192949864,1872.1979664193018
2019-02-27,TCS,EQ,2038.7,2040.0,2074.95,2022.0,2052.5,2058.1,2050.25,4732082,9701947351.0,168823,2532055,53.51,2019,2,0.9515867955069311,Slight positive,2002.1607142857154,63.88358155080079,2129.927877387317,1874.3935511841137
2019-02-28,TCS,EQ,2058.1,2060.0,2071.35,1977.6,1983.5,1983.45,2009.42,8454295,16988212894.85,284872,3927877,46.46,2019,2,-3.62713182061124,Among top losers,1996.592857142858,61.68233713377976,2119.9575314104177,1873.2281828752984
2019-03-01,TCS,EQ,1983.45,1995.05,2005.0,1980.35,1995.0,1995.4,1993.73,4148548,8271064290.35,128204,2071633,49.94,2019,3,0.6024855680758279,Slight positive,1991.5571428571438,58.37818631442891,2108.3135154860015,1874.800770228286
2019-03-05,TCS,EQ,1995.4,2005.0,2007.0,1976.6,1985.05,1988.1,1987.11,2449622,4867670461.5,151723,1394714,56.94,2019,3,-0.3658414353012063,Slight or No Change,1987.0214285714296,55.76251399490961,2098.5464565612488,1875.4964005816105
2019-03-06,TCS,EQ,1988.1,1989.3,2015.0,1985.05,2005.0,1999.6,2001.3,2635047,5273530564.35,179625,1257394,47.72,2019,3,0.5784417282832965,Slight positive,1982.3214285714294,51.237541503668645,2084.7965115787665,1879.846345564092
2019-03-07,TCS,EQ,1999.6,2005.0,2024.05,2000.2,2015.0,2013.3,2014.4,2539884,5116330320.4,126121,1392383,54.82,2019,3,0.6851370274054913,Slight positive,1980.085714285715,48.94249934114261,2077.9707129680005,1882.20071560343
2019-03-08,TCS,EQ,2013.3,2025.0,2033.0,2010.05,2022.75,2022.7,2023.03,2031071,4108921516.4,116872,971744,47.84,2019,3,0.4668951472706517,Slight or No Change,1979.585714285715,48.42971683302488,2076.4451479517647,1882.7262806196654
2019-03-11,TCS,EQ,2022.7,2028.9,2033.0,2003.65,2016.15,2014.8,2017.1,3111689,6276593842.1,104833,2195339,70.55,2019,3,-0.3905670638255865,Slight or No Change,1982.7642857142866,49.2271517815827,2081.218589277452,1884.3099821511212
2019-03-12,TCS,EQ,2014.8,2014.05,2024.8,2003.0,2009.1,2012.45,2015.6,2658550,5358583632.5,132223,1716971,64.58,2019,3,-0.11663688703592577,Slight or No Change,1990.4535714285723,44.270255964771025,2078.9940833581145,1901.9130594990302
2019-03-13,TCS,EQ,2012.45,2013.0,2015.9,1978.6,1995.0,2000.5,2001.12,1833163,3668374639.65,112785,821473,44.81,2019,3,-0.5938035727595771,Slight negative,1996.5785714285723,38.55346295073966,2073.6854973300515,1919.471645527093
2019-03-14,TCS,EQ,2000.5,2004.95,2007.8,1981.0,1990.4,1987.4,1991.28,1905495,3794368663.95,124863,1000627,52.51,2019,3,-0.6548362909272631,Slight negative,2001.8071428571438,30.68210363576865,2063.1713501286813,1940.4429355856066
2019-03-15,TCS,EQ,1987.4,1998.9,2068.95,1991.0,2036.0,2039.95,2040.01,5184318,10576085296.25,164284,2256287,43.52,2019,3,2.6441581966388132,Positive,2009.9714285714294,23.13817786094805,2056.2477842933254,1963.6950728495333
2019-03-18,TCS,EQ,2039.95,2043.0,2064.6,2011.0,2023.85,2022.8,2033.02,2349915,4777435477.2,116385,867727,36.93,2019,3,-0.8407068800705964,Slight negative,2012.6607142857151,22.200304732579216,2057.0613237508737,1968.2601048205568
2019-03-19,TCS,EQ,2022.8,2030.0,2030.0,1995.1,2028.5,2022.8,2010.71,2373993,4773416985.45,135360,1176359,49.55,2019,3,0.0,Slight or No Change,2011.5250000000008,21.147465296369063,2053.8199305927387,1969.2300694072626
2019-03-20,TCS,EQ,2022.8,2028.0,2044.8,2000.0,2000.25,2015.05,2025.82,3091165,6262136193.4,161415,1678488,54.3,2019,3,-0.3831322918726565,Slight or No Change,2008.4500000000007,16.465850441711734,2041.3817008834242,1975.5182991165773
2019-03-22,TCS,EQ,2015.05,2015.0,2016.0,1983.3,2010.0,2005.65,1998.96,3148149,6293031836.95,155770,1787595,56.78,2019,3,-0.4664896652688433,Slight or No Change,2010.0357142857151,14.864133763091115,2039.7639818118973,1980.307446759533
2019-03-25,TCS,EQ,2005.65,2007.8,2007.8,1977.2,1980.8,1984.25,1987.88,2429205,4828960486.25,94852,1430988,58.91,2019,3,-1.0669857652132797,Negative,2009.2392857142863,15.966481460214412,2041.172248634715,1977.3063227938576
2019-03-26,TCS,EQ,1984.25,1984.0,1994.95,1958.05,1977.4,1982.65,1971.46,2316539,4566962637.55,114153,893480,38.57,2019,3,-0.08063500062995832,Slight or No Change,2008.8500000000008,16.576326956964984,2042.0026539139308,1975.6973460860709
2019-03-27,TCS,EQ,1982.65,1994.0,1998.0,1961.0,1964.85,1967.9,1979.12,2266166,4485003551.4,110306,1163070,51.32,2019,3,-0.7439537992081302,Slight negative,2006.5857142857153,19.7905030504177,2046.1667203865507,1967.00470818488
2019-03-28,TCS,EQ,1967.9,1980.0,2014.6,1972.8,2004.45,2000.3,1993.96,4054489,8084506923.2,144600,2150827,53.05,2019,3,1.6464251232277904,Positive,2005.657142857144,19.756185566334583,2045.1695139898131,1966.1447717244748
2019-03-29,TCS,EQ,2000.3,2019.0,2024.9,1983.55,2000.0,2001.65,2001.7,2948955,5902926700.5,134193,1191681,40.41,2019,3,0.06748987651852277,Slight or No Change,2004.1535714285726,19.15109420738759,2042.4557598433478,1965.8513830137974
2019-04-01,TCS,EQ,2001.65,2010.0,2039.95,2008.25,2034.95,2031.65,2027.91,2095740,4249964902.45,109983,748739,35.73,2019,4,1.4987635200959248,Positive,2005.3571428571443,20.362794665590126,2046.0827321883246,1964.631553525964
2019-04-02,TCS,EQ,2031.65,2037.1,2086.0,2037.0,2079.0,2079.3,2064.13,3719663,7677855817.15,124157,1757245,47.24,2019,4,2.3453842935545093,Positive,2010.1321428571441,28.404215607640147,2066.9405740724246,1953.3237116418638
2019-04-03,TCS,EQ,2079.3,2085.0,2089.6,2058.1,2078.15,2079.3,2073.86,2939886,6096919299.4,119988,1164726,39.62,2019,4,0.0,Slight or No Change,2015.7607142857155,33.66837810268773,2083.097470491091,1948.42395808034
2019-04-04,TCS,EQ,2079.3,2078.15,2079.7,2007.4,2017.0,2014.5,2039.77,4397518,8969909268.7,145227,2310866,52.55,2019,4,-3.1164334150916235,Among top losers,2017.6964285714296,32.67682938369393,2083.0500873388173,1952.3427698040418
2019-04-05,TCS,EQ,2014.5,2028.65,2054.4,2018.8,2051.0,2048.3,2037.19,3152103,6421435439.6,96704,1536645,48.75,2019,4,1.6778356912385384,Positive,2018.292857142858,33.18648275069616,2084.6658226442505,1951.9198916414657
2019-04-08,TCS,EQ,2048.3,2059.0,2075.0,2032.7,2073.6,2070.75,2056.64,2194294,4512880260.6,130397,788699,35.94,2019,4,1.0960308548552344,Positive,2021.717857142858,36.039148623630254,2093.7961543901188,1949.6395598955976
2019-04-09,TCS,EQ,2070.75,2070.0,2098.0,2057.65,2087.45,2091.5,2085.63,2690970,5612369594.4,122603,1036682,38.52,2019,4,1.0020523964747063,Positive,2026.6250000000011,40.58790910338025,2107.8008182067615,1945.4491817932405
2019-04-10,TCS,EQ,2091.5,2083.0,2085.5,2036.0,2043.65,2040.25,2053.91,3313062,6804718227.45,168190,1821699,54.99,2019,4,-2.4503944537413336,Negative,2028.425000000001,40.59387861203801,2109.612757224077,1947.237242775925
2019-04-11,TCS,EQ,2040.25,2045.0,2055.0,2013.65,2025.0,2019.5,2028.47,3422442,6942308979.4,133153,1568180,45.82,2019,4,-1.0170322264428378,Negative,2029.4142857142867,40.16262340386854,2109.7395325220236,1949.0890389065496
2019-04-12,TCS,EQ,2019.5,2038.0,2039.0,2007.0,2013.05,2014.5,2019.97,3198471,6460808051.55,126989,1040440,32.53,2019,4,-0.2475860361475624,Slight or No Change,2031.575000000001,38.31723226514664,2108.209464530294,1954.9405354697076
2019-04-15,TCS,EQ,2014.5,2070.0,2119.8,2041.0,2113.0,2113.3,2086.02,9189201,19168862828.05,282918,3402175,37.02,2019,4,4.904442789774155,Among top gainers,2040.9071428571438,41.280288913075,2123.467720683294,1958.3465650309938
2019-04-16,TCS,EQ,2113.3,2120.0,2155.95,2115.55,2137.0,2131.8,2137.54,5771952,12337757819.75,222230,2514452,43.56,2019,4,0.8754081294657601,Slight positive,2052.6142857142863,42.213265453166606,2137.0408166206194,1968.187754807953
2019-04-18,TCS,EQ,2131.8,2149.9,2155.0,2114.2,2149.25,2150.05,2138.81,3413728,7301311595.85,159168,1564757,45.84,2019,4,0.8560840604184161,Slight positive,2063.3107142857148,46.674503740803914,2156.6597217673225,1969.961706804107
2019-04-22,TCS,EQ,2150.05,2148.0,2176.0,2145.6,2160.3,2161.45,2165.74,2007135,4346926221.0,79881,717594,35.75,2019,4,0.5302202274365619,Slight positive,2074.725000000001,49.86589226654096,2174.4567845330826,1974.9932154669189
2019-04-23,TCS,EQ,2161.45,2163.0,2165.5,2134.05,2163.0,2155.05,2147.21,2163524,4645533581.75,88782,970246,44.85,2019,4,-0.2960975271229849,Slight or No Change,2083.539285714286,52.50264527610831,2188.5445762665026,1978.5339951620695
2019-04-24,TCS,EQ,2155.05,2158.0,2195.0,2156.1,2168.6,2183.45,2172.32,3003071,6523621909.9,128669,1718919,57.24,2019,4,1.317834853019639,Positive,2090.978571428572,58.85068365816021,2208.6799387448928,1973.2772041122519
2019-04-25,TCS,EQ,2183.45,2175.0,2205.0,2168.05,2203.0,2195.0,2189.55,4211526,9221344246.45,108403,2971130,70.55,2019,4,0.5289793675147259,Slight positive,2099.2428571428577,64.89762902253953,2229.038115187937,1969.4475990977787
2019-04-26,TCS,EQ,2195.0,2203.0,2243.95,2193.15,2231.1,2238.55,2225.36,2716958,6046198155.6,110079,1175323,43.26,2019,4,1.984054669703883,Positive,2115.246428571429,69.83037542801537,2254.9071794274596,1975.5856777153983
2019-04-30,TCS,EQ,2238.55,2238.55,2266.95,2230.1,2256.25,2260.35,2252.48,3488395,7857544875.95,135194,2026970,58.11,2019,4,0.9738446762413088,Slight positive,2130.392857142858,76.83803109123822,2284.0689193253343,1976.7167949603813
2019-05-02,TCS,EQ,2260.35,2255.0,2259.4,2211.1,2214.7,2215.4,2227.88,2457699,5475449034.65,106215,1064368,43.31,2019,5,-1.988630079412468,Negative,2140.725000000001,77.9188328918682,2296.5626657837374,1984.8873342162644
2019-05-03,TCS,EQ,2215.4,2185.0,2186.05,2125.0,2137.0,2132.0,2153.0,3780886,8140257404.35,188561,1641641,43.42,2019,5,-3.764557190575069,Among top losers,2143.6178571428577,76.69286549694172,2297.003588136741,1990.2321261489742
2019-05-06,TCS,EQ,2132.0,2110.0,2165.0,2108.5,2155.2,2157.85,2150.11,2891422,6216881349.35,109314,1224571,42.35,2019,5,1.2124765478424004,Positive,2152.017857142858,70.70694832340702,2293.431753789672,2010.6039604960438
2019-05-07,TCS,EQ,2157.85,2160.05,2184.35,2138.8,2154.0,2151.95,2163.53,2201698,4763441089.75,86096,975603,44.31,2019,5,-0.2734203026160342,Slight or No Change,2161.478571428572,59.60065408225952,2280.6798795930913,2042.277263264053
2019-05-08,TCS,EQ,2151.95,2151.0,2168.0,2130.4,2156.0,2152.85,2151.85,1824895,3926902424.6,77713,781526,42.83,2019,5,0.04182253305142769,Slight or No Change,2171.360714285715,42.32079948065189,2256.0023132470187,2086.719115324411
2019-05-09,TCS,EQ,2152.85,2145.0,2184.1,2136.1,2171.2,2172.55,2166.98,2264162,4906404979.4,106297,1251459,55.27,2019,5,0.9150660752026418,Slight positive,2175.5928571428576,38.89162880632586,2253.376114755509,2097.809599530206
2019-05-10,TCS,EQ,2172.55,2175.0,2192.0,2125.85,2130.25,2135.8,2161.83,2039633,4409349005.65,85446,873181,42.81,2019,5,-1.69156060850153,Negative,2175.878571428572,38.558425769245865,2252.9954229670634,2098.7617198900803
2019-05-13,TCS,EQ,2135.8,2133.0,2167.0,2121.65,2134.0,2128.75,2143.87,1701744,3648325263.15,74014,677242,39.8,2019,5,-0.33008708680588583,Slight or No Change,2174.3571428571436,40.04743272835487,2254.452008313853,2094.262277400434
